host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,review_scores_rating,review_scores_location,reviews_per_month,host_tenure_days,host_verifications_count,property_grouped_encoded,bathrooms_count,bathroom_type_encoded,room_type_encoded,wifi,kitchen,hot water,hair dryer,dishes and silverware,essentials,hangers,bed linens,iron,refrigerator,cooking basics,smoke alarm,microwave,shampoo,self check-in,fire extinguisher,tv,dedicated workspace,heating,hot water kettle,city_Albany,city_Amsterdam,city_Asheville,city_Austin,city_Barcelona,city_Bologna,city_Bordeaux,city_Boston,city_Bozeman,city_Brisbane,city_Brussels,city_Chicago,"city_Clark County, NV",city_Dallas,city_Dublin,city_Edinburgh,city_Florence,city_Fort Worth,city_Hawaii,city_Hong Kong,city_Lisbon,city_Los Angeles,city_Lyon,city_Madrid,city_Mallorca,city_Melbourne,city_Mid North Coast,city_Milan,city_Montreal,city_Mornington Peninsula,city_Naples,city_Nashville,city_New Orleans,city_New York City,city_Northern Rivers,city_Ottawa,city_Portland,city_Porto,city_Prague,city_Quebec City,city_Rochester,city_San Francisco,city_Sunshine Coast,city_Sydney,city_Tasmania,city_Toronto,city_Twin Cities MSA,city_Valencia,city_Vancouver,city_Vaud,city_Venice,city_Victoria,city_Vienna,"city_Washington, D.C",city_Winnipeg,days_between_reviews
1.0,90.0,92.0,1.0,1.0,1.0,1.0,44.5052,11.37316,3,1.0,1.0,1.0,523.0,1,12,55,83,28,0,32.0,168.0,4.98,4.75,1.99,3047.0,2,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178
4.0,100.0,96.0,1.0,4.0,1.0,1.0,40.96893,-8.51256,3,1.0,1.0,3.0,68.0,1,27,193,34,8,0,8.0,48.0,4.94,4.76,0.76,3466.0,2,2.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252
1.0,100.0,100.0,1.0,2.0,1.0,1.0,43.7842025,11.2314556,4,1.0,1.0,3.0,66.0,1,10,160,19,14,0,14.0,84.0,4.84,4.37,0.86,3872.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
1.0,100.0,100.0,0.0,1.0,1.0,1.0,40.8390596,14.2410762,4,1.0,2.0,2.0,45.0,1,1,1,3,3,1,2.0,18.0,5.0,5.0,0.35,259.0,2,2.0,1.0,0.0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
4.0,100.0,66.0,0.0,11.0,1.0,1.0,49.2792813,-123.1065474,4,1.0,1.0,1.0,450.0,1,30,356,5,5,0,4.0,255.0,5.0,5.0,1.69,543.0,2,0.0,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25
1.0,100.0,100.0,1.0,3.0,1.0,1.0,39.4612844,-0.3778884,4,1.0,2.0,2.0,117.0,1,0,97,3,2,0,2.0,112.0,5.0,5.0,0.19,1609.0,2,0.0,1.0,0.0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,174
1.0,100.0,100.0,0.0,2.0,1.0,1.0,46.80413,-71.24158,2,1.0,0.0,1.0,63.0,1,20,73,58,23,0,26.0,138.0,4.64,4.48,2.25,3151.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719
4.0,100.0,100.0,0.0,11.0,1.0,0.0,41.84976,-87.63126,2,2.0,1.0,1.0,66.0,1,30,180,205,17,0,18.0,255.0,4.44,4.79,2.43,3302.0,1,0.0,2.0,2.0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2374
1.0,100.0,99.0,0.0,31.0,1.0,1.0,39.24486617542945,-9.330420700442994,8,3.5,4.0,4.0,320.0,1,25,256,3,3,0,3.0,30.0,5.0,5.0,0.48,1831.0,2,2.0,3.5,0.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
1.0,100.0,99.0,0.0,82.0,1.0,1.0,-33.82926,151.20224,2,1.0,0.0,1.0,162.0,1,16,351,56,15,1,16.0,90.0,4.52,4.61,1.43,2514.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1149
1.0,100.0,100.0,1.0,5.0,1.0,1.0,41.939232,-87.641678,16,2.0,6.0,10.0,477.0,1,12,198,104,34,1,35.0,204.0,4.94,5.0,3.02,4350.0,3,2.0,2.0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029
1.0,100.0,100.0,1.0,1.0,1.0,1.0,41.14508,-8.61873,4,1.0,1.0,2.0,64.0,1,21,134,180,35,1,36.0,210.0,4.81,4.93,2.26,2414.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368
1.0,100.0,99.0,0.0,1.0,1.0,1.0,34.0433078,-118.2529364,3,1.0,1.0,1.0,272.0,1,30,365,10,0,0,0.0,0.0,4.1,4.7,0.33,1747.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
1.0,89.0,100.0,1.0,1.0,1.0,1.0,41.07572,-8.41478,6,1.5,3.0,4.0,180.0,1,9,192,106,22,0,22.0,132.0,4.97,4.92,1.49,2918.0,2,2.0,1.5,0.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
4.0,97.0,74.0,1.0,319.0,1.0,1.0,19.55588,-155.96147,4,1.0,1.0,2.0,140.0,1,12,46,6,1,1,1.0,6.0,4.33,4.5,0.17,3833.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051
1.0,98.0,92.0,1.0,11.0,1.0,1.0,41.4055,2.19796,6,1.0,2.0,3.0,161.0,1,12,273,340,42,0,41.0,252.0,4.86,4.82,3.18,4399.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3170
1.0,100.0,100.0,0.0,3.0,1.0,1.0,45.76294,4.82819,4,1.0,1.0,2.0,68.0,1,12,243,471,74,3,72.0,255.0,4.71,4.86,5.55,3390.0,3,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534
1.0,100.0,100.0,1.0,3.0,1.0,1.0,48.4028,-123.70011,4,1.0,2.0,2.0,251.0,1,0,173,25,3,0,4.0,18.0,5.0,4.96,0.7,3188.0,2,1.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1012
1.0,100.0,99.0,0.0,3.0,1.0,1.0,43.76326,11.24464,2,1.0,1.0,1.0,92.0,1,30,285,210,33,1,30.0,198.0,4.62,4.86,2.21,2883.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834
1.0,100.0,91.0,1.0,1.0,1.0,1.0,34.02395,-118.3867,6,3.0,3.0,3.0,495.0,1,0,82,103,25,1,26.0,200.0,4.98,4.99,2.31,3437.0,2,2.0,3.0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310
72.0,14.0,74.0,0.0,7.0,1.0,1.0,43.73959,-79.29641,2,1.0,1.0,1.0,52.0,1,0,215,1,1,0,1.0,56.0,5.0,3.0,0.24,562.0,1,0.0,1.0,0.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,100.0,100.0,0.0,25.0,1.0,1.0,45.4865801,9.1712109,4,1.0,1.0,2.0,115.0,1,3,12,28,28,0,28.0,168.0,4.93,4.79,2.41,907.0,2,0.0,1.0,0.0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
4.0,100.0,50.0,0.0,1.0,1.0,1.0,52.3534596,4.8639728,2,1.0,1.0,1.0,270.0,1,0,71,8,5,0,5.0,39.0,5.0,5.0,0.47,1465.0,1,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
1.0,100.0,99.0,0.0,3.0,1.0,0.0,43.81938,-79.20756,2,1.0,1.0,1.0,40.0,1,21,356,2,2,1,1.0,12.0,5.0,5.0,0.47,1078.0,2,2.0,1.0,2.0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118
1.0,100.0,100.0,1.0,1.0,1.0,1.0,48.47061,-123.49222,3,1.0,1.0,2.0,90.0,1,17,145,19,17,2,17.0,102.0,5.0,4.95,1.46,737.0,2,4.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,385
1.0,100.0,95.0,1.0,11.0,1.0,1.0,34.02004,-118.29693,1,1.0,1.0,1.0,48.0,1,0,300,24,3,0,3.0,255.0,4.79,4.54,0.28,2673.0,3,0.0,1.0,2.0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509
24.0,100.0,78.0,0.0,6.0,1.0,1.0,39.37549111816608,3.234546930688462,4,1.0,2.0,4.0,150.0,1,30,282,7,5,0,4.0,30.0,4.43,5.0,0.22,1211.0,1,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
1.0,97.0,100.0,0.0,6.0,1.0,1.0,41.381520008900566,2.1805195868006906,4,1.0,1.0,3.0,73.0,1,21,342,17,17,2,11.0,102.0,4.53,4.82,4.18,558.0,2,0.0,1.0,2.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
4.0,78.0,98.0,1.0,32.0,1.0,1.0,20.76334,-156.45806,4,1.0,1.0,2.0,245.0,1,6,306,49,15,0,19.0,90.0,4.78,4.94,1.83,5578.0,2,0.0,1.0,0.0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761
1.0,100.0,99.0,0.0,24.0,1.0,1.0,-27.3891134,153.0257075,4,2.0,2.0,2.0,157.0,1,12,154,38,36,3,32.0,216.0,4.45,4.79,2.97,972.0,2,0.0,2.0,0.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
1.0,100.0,0.0,0.0,1.0,1.0,1.0,45.52304,-122.63502,4,1.0,0.0,3.0,86.0,1,30,365,258,0,0,0.0,0.0,4.84,4.96,2.65,4964.0,2,0.0,1.0,0.0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413
1.0,100.0,100.0,1.0,8.0,1.0,1.0,21.28687828575212,-157.83274076879025,3,1.0,1.0,2.0,148.0,1,3,200,51,51,2,41.0,255.0,4.9,4.94,5.15,3361.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
1.0,100.0,100.0,0.0,11.0,1.0,1.0,-37.86714,145.14287,1,1.5,0.0,1.0,52.0,1,3,338,1,1,0,0.0,6.0,4.0,5.0,0.91,2362.0,2,2.0,1.5,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,100.0,99.0,0.0,126.0,1.0,1.0,36.1972572,-86.8299715,12,4.5,4.0,10.0,108.0,1,18,334,27,15,1,15.0,90.0,4.59,4.37,1.14,1853.0,1,2.0,4.5,0.0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707
1.0,100.0,100.0,0.0,2.0,1.0,0.0,40.61388296448699,-74.00128728945016,4,1.0,1.0,1.0,195.0,1,25,254,2,2,0,2.0,26.0,5.0,4.5,0.38,740.0,2,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
4.0,100.0,86.0,0.0,31.0,1.0,1.0,40.69968,-73.94059,1,2.0,1.0,1.0,87.0,1,17,66,10,1,0,1.0,60.0,4.7,4.6,0.22,1396.0,2,0.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080
72.0,39.0,21.0,0.0,55.0,1.0,1.0,40.41387774055082,-3.7039072663247135,1,2.0,1.0,1.0,30.0,1,22,306,1,0,0,0.0,0.0,5.0,5.0,0.05,1097.0,2,0.0,2.0,0.0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,100.0,97.0,0.0,7.0,1.0,1.0,44.93571,-93.58127,14,4.0,6.0,9.0,544.0,1,27,248,1,1,0,1.0,12.0,5.0,5.0,0.36,3688.0,2,2.0,4.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,100.0,100.0,1.0,15.0,1.0,1.0,38.7926923,-9.396497,2,1.0,1.0,1.0,90.0,1,7,267,9,3,0,4.0,18.0,5.0,5.0,0.49,4192.0,2,1.0,1.0,1.0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456
1.0,100.0,98.0,0.0,180.0,1.0,1.0,38.71004,-9.14289,2,1.0,1.0,1.0,70.0,1,5,265,68,24,2,30.0,144.0,4.28,4.75,3.22,3945.0,2,0.0,1.0,1.0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621
1.0,100.0,71.0,0.0,1.0,1.0,1.0,48.22189,16.39857,2,1.0,1.0,1.0,47.0,1,0,276,408,1,0,1.0,60.0,4.44,4.42,2.54,4930.0,3,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4687
1.0,100.0,97.0,0.0,13.0,1.0,1.0,41.14417,-8.6027,6,1.0,2.0,3.0,145.0,1,0,0,59,16,0,17.0,96.0,4.61,4.59,0.63,5134.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644
1.0,100.0,98.0,0.0,28.0,1.0,1.0,41.37229,2.15373,7,2.0,3.0,4.0,191.0,1,6,241,23,19,3,13.0,114.0,4.83,4.83,0.5,1881.0,2,0.0,2.0,0.0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374
1.0,100.0,100.0,1.0,5.0,1.0,1.0,46.47365,6.835,7,2.0,3.0,6.0,300.0,1,0,16,3,1,0,1.0,14.0,5.0,5.0,0.15,1890.0,2,0.0,2.0,0.0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377
1.0,100.0,100.0,1.0,8.0,1.0,1.0,46.81187,-71.22887,6,1.0,1.0,3.0,150.0,1,25,356,248,41,2,44.0,246.0,4.87,4.59,3.67,2869.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
1.0,100.0,95.0,0.0,9.0,1.0,1.0,41.39602,2.17713,1,2.0,1.0,1.0,25.0,1,0,9,17,7,0,8.0,255.0,4.88,4.88,0.39,3183.0,2,0.0,2.0,2.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238
4.0,90.0,88.0,1.0,4.0,1.0,1.0,40.72889,-74.0049,2,1.0,1.0,1.0,169.0,1,0,173,11,5,0,6.0,255.0,4.91,5.0,0.39,4843.0,2,0.0,1.0,0.0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724
1.0,100.0,100.0,0.0,1.0,0.0,1.0,45.4607215239313,-73.6345870957621,7,1.0,3.0,3.0,135.0,1,18,238,10,10,0,4.0,60.0,4.7,4.5,3.75,108.0,2,0.0,1.0,0.0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
1.0,100.0,100.0,0.0,341.0,1.0,1.0,19.92924,-155.88316,6,2.0,3.0,4.0,393.0,1,30,365,3,1,0,2.0,6.0,5.0,5.0,0.11,3535.0,3,0.0,2.0,0.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684
1.0,100.0,80.0,0.0,8.0,1.0,1.0,34.15955,-118.45632,10,2.0,3.0,8.0,307.0,1,30,167,107,3,1,6.0,18.0,4.66,4.91,1.34,2927.0,2,2.0,2.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381
